z,district,schoolid,sd10a_base,sd10b_base,sd10c_base,sd10d_base,sd10e_base,sd10f_base,sd10g_base,sd10h_base,z_ses_indonesian_base,z_ses_math_base,z_ses_natscience_base,z_ses_socscience_base,girl,quiet_study,z_effort_base,z_belonging_base,z_selfesteem_base,z_perfgoal_base,z_perseverance_base,z_growthm_base,z_learngoal_base,urban,teach_growthm_base,teach_fail_enhance_base,teach_self_efficacy_base,z_nes_school_mean_base
1,7,101885,0,0,1,1,1,1,0,1,-0.3355880949667166,-0.057704578271926155,0.8703756464378983,0.9497436726857719,1,-0.34438868010088847,0.33450001232535714,-0.07835450583989341,-1.2231587187993913,-0.32142841774100983,0.5733572559894649,-0.24907429477304216,-0.00824715896555335,1,-0.1828891285359383,0.08360486266253755,0.24266391897237174,-0.17458067144698314
1,7,101885,1,0,0,1,1,1,0,0,0.3585149508774575,-0.934286066326756,-0.5779172367012353,-0.7912070474381138,1,-0.34438868010088847,-2.0353433944467585,0.6314604989887566,-0.838457908223799,-0.32142841774100983,-3.1010296302115625,-0.24907429477304216,-1.159292774143658,1,-0.1828891285359383,0.08360486266253755,0.24266391897237174,-0.17458067144698314
1,7,101885,1,0,0,1,1,1,0,0,0.011463435556489342,-0.3498984076235361,1.1922185613268759,-0.268921825516625,1,-0.34438868010088847,-0.1394685523859095,-0.07835450583989341,1.0850461446541622,0.055235262207713756,1.3898877282645303,-1.167127714419271,0.5672750099534821,1,-0.1828891285359383,0.08360486266253755,0.24266391897237174,-0.17458067144698314
1,7,101885,1,1,0,1,1,1,0,0,1.3996694588347673,-0.057704578271926155,0.8703756464378983,0.427458450764283,0,-0.34438868010088847,0.8084689209843929,1.6961825617602175,-0.06905630953004825,-0.32142841774100983,0.9816224921269976,-1.7791633472554587,1.142798003626478,1,-0.1828891285359383,0.08360486266253755,0.24266391897237174,-0.17458067144698314
1,7,101885,1,0,1,1,1,1,0,1,0.532040712338501,-0.934286066326756,1.5140613592852206,0.427458450764283,1,-0.34438868010088847,-0.1394685523859095,0.9863675304524134,-0.838457908223799,1.1852267809584516,1.3898877282645303,0.9749969412912806,0.5672750099534821,1,-0.1828891285359383,0.08360486266253755,0.24266391897237174,-0.17458067144698314
1,7,101885,1,1,1,1,1,1,1,1,-0.3355880949667166,-0.6420922508495095,0.8703756464378983,-0.268921825516625,1,-0.34438868010088847,0.8084689209843929,-0.07835450583989341,0.31564449355973273,1.1852267809584516,1.798152964402063,-0.24907429477304216,1.142798003626478,1,-0.1828891285359383,0.08360486266253755,0.24266391897237174,-0.17458067144698314
1,7,101885,1,0,1,1,1,1,1,1,0.011463435556489342,-0.934286066326756,-0.7388386356804076,0.07926831147454716,0,-0.34438868010088847,0.8084689209843929,0.9863675304524134,0.31564449355973273,0.8085628914889799,0.5733572559894649,0.6689791248731868,0.5672750099534821,1,-0.1828891285359383,0.08360486266253755,0.24266391897237174,-0.17458067144698314
0,7,101909,1,0,1,1,1,1,0,0,-0.16206231830343526,0.38058615881830704,0.3876113618024065,0.427458450764283,1,-0.34438868010088847,1.282437081930887,0.6314604989887566,0.31564449355973273,1.1852267809584516,0.9816224921269976,0.6689791248731868,1.142798003626478,0,0.36427487362830135,0.08360486266253755,0.6654996257666098,0.674651902693389
0,7,101909,1,0,0,1,1,1,0,0,-0.5091138564277602,0.5266830665569303,0.06576851268690988,0.07926831147454716,0,-0.34438868010088847,0.8084689209843929,0.27655349778699007,0.7003453340785698,0.8085628914889799,-0.6514383926639415,0.056943514243038514,-0.5837701395472165,0,0.36427487362830135,0.08360486266253755,0.6654996257666098,0.674651902693389
0,7,101909,1,0,0,1,1,1,0,0,-0.16206231830343526,0.38058615881830704,-0.2560743510449158,0.07926831147454716,0,-0.34438868010088847,-1.0874059958477102,0.27655349778699007,0.31564449355973273,-1.4514196671079287,-1.876234041317348,-1.167127714419271,-0.5837701395472165,0,0.36427487362830135,0.08360486266253755,0.6654996257666098,0.674651902693389
0,7,101909,1,0,1,1,1,1,1,0,-0.5091138564277602,0.38058615881830704,0.548532790014237,0.427458450764283,1,-0.34438868010088847,-1.0874059958477102,0.27655349778699007,-0.4537571275914517,0.8085628914889799,-1.4679688051798152,-0.8611099572172822,1.142798003626478,0,0.36427487362830135,0.08360486266253755,0.6654996257666098,0.674651902693389
0,7,101909,1,1,1,1,1,1,0,1,-0.3355880949667166,0.38058615881830704,0.22668994820690505,0.07926831147454716,0,-0.34438868010088847,0.8084689209843929,-1.1430759898527019,0.31564449355973273,-1.4514196671079287,-1.876234041317348,1.2810148169254794,-1.159292774143658,0,0.36427487362830135,0.08360486266253755,0.6654996257666098,0.674651902693389
0,7,101909,1,1,1,1,1,1,1,0,-0.5091138564277602,0.38058615881830704,0.06576851268690988,0.6015535051237023,0,-0.34438868010088847,-0.6134374161821927,0.9863675304524134,0.7003453340785698,-1.4514196671079287,-0.24317317146620673,0.9749969412912806,-0.5837701395472165,0,0.36427487362830135,0.08360486266253755,0.6654996257666098,0.674651902693389
0,7,101909,1,1,0,1,1,1,0,0,0.011463435556489342,0.38058615881830704,0.548532790014237,-0.094826756446398,0,-0.34438868010088847,-0.1394685523859095,0.27655349778699007,-0.06905630953004825,1.9385542007189696,-0.6514383926639415,0.36296133806314546,0.5672750099534821,0,0.36427487362830135,0.08360486266253755,0.6654996257666098,0.674651902693389
0,7,101909,1,0,0,1,1,1,0,0,-0.16206231830343526,0.38058615881830704,0.548532790014237,0.7756485594831215,1,-0.34438868010088847,-1.0874059958477102,0.6314604989887566,-0.06905630953004825,-0.6980920677581981,-1.0597035690422825,-0.24907429477304216,-1.7348156481244692,0,0.36427487362830135,0.08360486266253755,0.6654996257666098,0.674651902693389
0,7,101909,1,1,1,1,1,1,0,1,-0.3355880949667166,0.23448925107968377,0.06576851268690988,-0.094826756446398,0,-0.34438868010088847,-0.6134374161821927,0.9863675304524134,-0.06905630953004825,0.055235262207713756,-0.6514383926639415,0.6689791248731868,-1.7348156481244692,0,0.36427487362830135,0.08360486266253755,0.6654996257666098,0.674651902693389
0,7,101909,1,0,0,1,1,1,0,1,-0.16206231830343526,0.38058615881830704,0.8703756464378983,0.6015535051237023,1,-0.34438868010088847,0.33450001232535714,0.6314604989887566,-0.06905630953004825,1.1852267809584516,0.16509204973152805,0.056943514243038514,0.5672750099534821,0,0.36427487362830135,0.08360486266253755,0.6654996257666098,0.674651902693389
0,7,101909,1,0,0,1,1,1,0,0,-0.5091138564277602,0.38058615881830704,0.22668994820690505,0.07926831147454716,0,-0.34438868010088847,0.8084689209843929,-0.7881690189128256,0.7003453340785698,-2.581411036200989,0.5733572559894649,1.893050449761667,1.142798003626478,0,0.36427487362830135,0.08360486266253755,0.6654996257666098,0.674651902693389
0,7,101909,1,0,1,1,1,0,0,0,-0.16206231830343526,0.23448925107968377,-0.2560743510449158,-0.268921825516625,0,-0.34438868010088847,-0.1394685523859095,0.6314604989887566,-0.06905630953004825,0.4318992115402563,0.16509204973152805,-0.8611099572172822,-0.5837701395472165,0,0.36427487362830135,0.08360486266253755,0.6654996257666098,0.674651902693389
0,7,101909,1,0,0,1,1,1,0,1,-0.5091138564277602,0.38058615881830704,-0.09515291552492071,0.07926831147454716,0,-0.34438868010088847,-0.6134374161821927,0.27655349778699007,-0.06905630953004825,-1.8280834967143296,1.3898877282645303,-1.4731455308373649,-1.7348156481244692,0,0.36427487362830135,0.08360486266253755,0.6654996257666098,0.674651902693389
0,7,101909,1,0,1,1,1,1,1,1,-0.3355880949667166,0.38058615881830704,0.22668994820690505,0.07926831147454716,0,-0.34438868010088847,1.282437081930887,-1.8528910211605059,0.31564449355973273,0.8085628914889799,0.16509204973152805,1.893050449761667,-0.00824715896555335,0,0.36427487362830135,0.08360486266253755,0.6654996257666098,0.674651902693389
0,7,101909,1,0,1,1,1,1,0,1,0.011463435556489342,0.5266830665569303,1.1922185613268759,1.12383866820196,1,-0.34438868010088847,0.33450001232535714,0.6314604989887566,-0.4537571275914517,0.4318992115402563,-0.24317317146620673,0.9749969412912806,0.5672750099534821,0,0.36427487362830135,0.08360486266253755,0.6654996257666098,0.674651902693389
0,7,101909,1,0,0,1,1,1,0,0,-0.5091138564277602,0.38058615881830704,0.548532790014237,0.6015535051237023,1,-0.34438868010088847,0.8084689209843929,0.27655349778699007,-0.06905630953004825,0.8085628914889799,1.3898877282645303,0.9749969412912806,0.5672750099534821,0,0.36427487362830135,0.08360486266253755,0.6654996257666098,0.674651902693389
0,7,101909,1,0,0,1,1,1,0,1,-0.16206231830343526,0.38058615881830704,0.06576851268690988,0.25336338169405603,1,-0.34438868010088847,0.33450001232535714,-0.07835450583989341,0.7003453340785698,-1.8280834967143296,0.5733572559894649,0.6689791248731868,0.5672750099534821,0,0.36427487362830135,0.08360486266253755,0.6654996257666098,0.674651902693389
0,7,101909,1,0,1,1,1,1,0,1,-0.3355880949667166,0.5266830665569303,1.5140613592852206,0.9497436726857719,1,-0.34438868010088847,-0.6134374161821927,1.3412755908203413,0.7003453340785698,-1.4514196671079287,0.16509204973152805,1.2810148169254794,1.142798003626478,0,0.36427487362830135,0.08360486266253755,0.6654996257666098,0.674651902693389
0,7,101909,1,0,0,0,1,1,0,0,-0.5091138564277602,0.38058615881830704,0.22668994820690505,0.25336338169405603,0,-0.34438868010088847,1.282437081930887,0.9863675304524134,0.7003453340785698,-0.6980920677581981,-0.24317317146620673,0.9749969412912806,-0.5837701395472165,0,0.36427487362830135,0.08360486266253755,0.6654996257666098,0.674651902693389
0,7,101909,1,0,0,1,1,1,0,0,0.011463435556489342,0.38058615881830704,0.8703756464378983,0.25336338169405603,1,-0.34438868010088847,1.282437081930887,1.3412755908203413,0.31564449355973273,-1.4514196671079287,-0.6514383926639415,0.9749969412912806,-1.159292774143658,0,0.36427487362830135,0.08360486266253755,0.6654996257666098,0.674651902693389
0,7,101909,1,0,0,1,1,1,0,1,0.011463435556489342,0.38058615881830704,0.22668994820690505,0.7756485594831215,1,-0.34438868010088847,-0.1394685523859095,0.9863675304524134,-1.2231587187993913,1.1852267809584516,-0.6514383926639415,0.6689791248731868,1.142798003626478,0,0.36427487362830135,0.08360486266253755,0.6654996257666098,0.674651902693389
0,7,102008,1,0,0,1,1,1,0,1,-1.203216841462983,0.5266830665569303,-0.4169957792567464,-0.6171119342354635,0,16.159594142702954,-1.0874059958477102,-1.8528910211605059,-0.838457908223799,-1.4514196671079287,-0.24317317146620673,-0.24907429477304216,-0.00824715896555335,0,0.18188704684564003,1.3143828602185115,0.8064443237012843,-0.8492669416351302
0,7,102008,1,0,1,1,1,1,0,1,-1.3767426029240264,-1.372576761793899,0.8703756464378983,-0.44301687987604427,1,-0.34438868010088847,-0.6134374161821927,0.6314604989887566,-0.4537571275914517,0.4318992115402563,-1.0597035690422825,-0.5550921407991884,1.142798003626478,0,0.18188704684564003,1.3143828602185115,0.8064443237012843,-0.8492669416351302
